wkt_geom	id	T_00to10	T_78to14	P_78to14	P_00to10
Point (-95.09246188927805576 45.34930389762112668)	8625	-0.11496	0.00561	3.64695	0.9632
Point (-117.79776376431659912 46.38569038519921151)	8624	-0.04195	0.04064	-0.08293	8.2192
Point (-108.85569630289465692 46.35166587425673868)	8631	-0.08858	0.01987	1.21228	13.1814
Point (-107.68622972460431697 38.8055231492477688)	8630	-0.08267	0.01856	1.20408	-0.4528
Point (-73.49349139834988875 43.05724713485413702)	8629	0.00074	0.03377	1.00381	19.9318
Point (-94.06557859855260517 33.96300653084250598)	8628	-0.01512	0.01094	3.76153	-14.15499
Point (-113.78250490546521689 47.87529800642946043)	8635	-0.028	0.04385	0.54859	12.0702
Point (-111.66530035571369694 47.89709667114630776)	8634	-0.01981	0.0323	0.7011	6.281
Point (-93.92910245083230336 33.7732760673005572)	8633	-0.01557	0.00434	4.30351	-15.853
Point (-103.06252049945916838 30.60692700554087864)	8632	-0.02931	0.03283	1.87247	17.6714
Point (-98.25602525934772302 38.36391554460632847)	8639	-0.05852	0.00858	3.53469	-3.1302
Point (-117.75787461398078904 38.75393225220632587)	8638	0.00636	0.04754	-0.85477	-3.7132
Point (-106.96662399620996098 37.71002297478062815)	8637	0.04018	0.05294	-2.53198	-5.1358
Point (-104.04543284561437133 31.54315931729830425)	8636	-0.03049	0.02034	2.73165	7.865
Point (-108.8531226657715365 36.58698155122515061)	8611	-0.07057	0.02808	-0.10554	-1.66
Point (-96.83218009460298958 37.22893228716020531)	8610	-0.03149	0.01053	3.39352	-9.5878
Point (-75.38818579783597329 40.53090077873670793)	8609	-0.00295	0.02334	0.51125	24.2098
Point (-89.69268826086781132 43.07435001893068716)	8608	-0.04048	0.03807	5.31593	1.8158
Point (-115.08233315055315416 38.5719659459424804)	8615	-0.07082	0.02318	-0.86116	-1.8562
Point (-92.41463330818409361 42.90690113670218153)	8614	-0.10833	0.01225	3.26209	-3.3608
Point (-117.57247454842557488 39.4331466095150347)	8613	-0.0219	0.03055	-1.24916	-4.892
Point (-120.93482385808798085 48.35175825596390098)	8612	-0.00185	0.04336	9.86607	9.0064
Point (-98.3460338787262458 39.16522925271952005)	8619	-0.08006	0.01464	1.70949	7.7324
Point (-99.32095518590236338 28.0494784782285187)	8618	-0.03051	0.02973	4.01179	-8.2868
Point (-123.18175714030712697 39.66833690003894475)	8617	-0.02129	0.02652	2.61598	-14.9384
Point (-103.96237604898378493 38.21267575858190924)	8616	-0.03613	0.01267	-0.61906	1.264
Point (-83.93339923284533199 42.64373720263298395)	8623	-0.0775	0.0218	2.55542	10.5074
Point (-89.58025520425178456 47.65093580997543654)	8622				
Point (-83.83265634811979794 44.29211830538095285)	8621	-0.08815	0.02069	4.74049	12.705
Point (-110.50607326723603308 33.72880558156759179)	8620	0.00451	0.0332	-5.37707	1.9198
Point (-91.56462450538720077 43.43702617148159106)	8595	-0.05607	0.02345	6.31838	7.39381
Point (-116.13861106696484171 45.25696796564993463)	8594	0.02109	0.04549	-4.62108	-1.5038
Point (-87.92802963004106687 39.08628008983040303)	8593	-0.01405	0.03434	4.89028	10.78281
Point (-101.80673105757063013 35.1150946161587143)	8592	-0.00859	0.02119	0.9911	-3.5814
Point (-90.55483403479220783 32.90668870489014353)	8599	-0.00383	0.03322	2.36221	5.9752
Point (-101.90080632277641826 32.68987301097102716)	8598	-0.02269	0.00649	0.53906	1.7668
Point (-83.70441055789390816 43.59259856530066202)	8597	-0.05268	0.01932	4.93749	14.5856
Point (-122.17588221095434164 44.54022392531704355)	8596	-0.0148	0.01393	9.91629	13.4314
Point (-109.43065233045342666 33.01722195462316733)	8603	0.03763	0.04029	-0.26957	-1.5076
Point (-97.82921173551598315 30.96436537501018549)	8602	0.04116	0.02882	4.29932	-12.0526
Point (-104.15868481276545765 39.61854023610170117)	8601	-0.04147	0.01429	4.36542	8.7544
Point (-122.03784719600605513 44.78739758509370006)	8600	-0.02239	0.0256	7.67962	19.3582
Point (-93.40897161547920291 46.91823001297262863)	8607	-0.08694	0.01796	3.28681	-3.933
Point (-116.69276736094164448 41.76871066722500103)	8606	-0.0233	0.03337	-0.23942	1.4276
Point (-78.22490396607668117 34.78150785247834165)	8605	-0.04871	0.01875	4.63872	5.303
Point (-114.20241790444853791 36.58755159082810593)	8604	-0.01735	0.0419	-1.37496	3.3396
Point (-83.72133027015001971 35.06542208190840881)	8579	-0.02742	0.03074	-3.59259	-11.5176
Point (-116.64461827738888644 36.86253625638656217)	8578	0.0106	0.04346	-2.66233	-4.5042
Point (-89.3219229736486966 42.46071212013895035)	8577	-0.04717	0.02924	2.12136	-2.6206
Point (-113.90232383305935571 40.94373441282525761)	8576	-0.03529	0.01653	-0.21008	-0.4078
Point (-118.27104974916559854 45.08216879239496677)	8583	-0.00238	0.04197	0.2364	14.2216
Point (-103.14548079557580706 35.08282322523305652)	8582	-0.0046	0.0214	2.73369	4.2538
Point (-101.83621711529960407 43.43472050759240233)	8581	-0.07704	0.01388	3.76099	6.3404
Point (-95.91639582991149382 34.37085196709562496)	8580	-0.02845	0.01084	7.46972	-4.44501
Point (-93.2053056013622836 40.44713533927678384)	8587	-0.04003	0.01758	3.52059	33.0538
Point (-108.13569745588327464 34.05398470763041985)	8586	-0.00127	0.02169	-0.0576	-1.99
Point (-95.13878843692759801 46.19165579168915059)	8585	-0.13224	0.01606	4.32906	0.23459
Point (-93.87250896602171224 39.02108400438351055)	8584	-0.0503	0.02088	5.07359	9.3868
Point (-117.60783235540391445 43.92037387761777723)	8591	-0.04116	0.02146	-1.64268	1.2174
Point (-83.79298521975211145 44.10531681235723056)	8590	-0.07291	0.02697	5.87171	17.1826
Point (-72.26873465435267008 42.37176654934991404)	8589	0.01434	0.03221	-2.94045	20.03
Point (-97.01985158280143651 34.57820414171582968)	8588	0.01362	-0.00191	5.74751	-12.6174
Point (-99.67874351728610804 42.41024680863076668)	8691	-0.08211	0.02946	0.17189	14.3396
Point (-110.52101160625092291 43.36906154458118579)	8690	-0.02231	0.03763	1.21709	6.9296
Point (-84.88836701750378211 34.76016233880469031)	8689	-0.0831	0.02174	-4.48135	2.6802
Point (-80.10043700146206902 41.47658422389449129)	8688	-0.01645	0.04084	1.42639	18.4036
Point (-118.82009468899597948 47.33993145021352689)	8695	-0.05066	0.0365	0.73632	1.1102
Point (-115.01836777487550023 37.82753195416930225)	8694	-0.02062	0.0239	-1.11437	-1.484
Point (-89.22878926456766635 43.28286405526971237)	8693	-0.09152	0.02521	4.25538	4.2992
Point (-84.11850930227953427 32.40500849711264664)	8692	-0.02384	0.02186	2.40555	5.61321
Point (-110.92272062767011676 42.46790020828036916)	8699	0.00889	0.04708	1.92708	7.4062
Point (-110.01770533822161724 45.78266431789403157)	8698	-0.03163	0.02678	0.31487	7.2282
Point (-100.27759313466621904 41.39486628442924143)	8697	-0.08314	0.02101	1.40173	16.8052
Point (-90.51138648056868874 38.36313907394786327)	8696	-0.02712	0.03838	7.56187	11.81321
Point (-89.30586724867404769 37.42507234950565476)	8703	-0.00202	0.02742	2.18864	5.88621
Point (-88.14239870324354342 36.46622551566709802)	8702	-0.02133	0.03159	3.78152	2.20801
Point (-93.07712296939502039 42.11975975957395235)	8701	-0.06886	0.0246	4.30308	9.5272
Point (-104.96631400447384408 44.23615020948858501)	8700	-0.05617	0.03646	0.32147	0.4632
Point (-117.620182338484355 48.29797028244752255)	8675	-0.04035	0.04445	2.64651	4.699
Point (-111.57731773343763848 43.61713054250683541)	8674	0.00334	0.02809	1.55425	6.1496
Point (-101.99833215017973487 32.74879943066924426)	8673	-0.024	0.00795	2.11438	3.8944
Point (-77.85464817830271045 35.00849546403088652)	8672	-0.03117	0.02026	6.1527	-5.972
Point (-96.95730919448801899 35.28887420658604412)	8679	0.04089	0.00674	8.19697	-9.994
Point (-105.40796559277825395 44.66263925923390588)	8678	-0.07719	0.04376	1.41372	5.2658
Point (-100.24671376469154893 34.40859755874926407)	8677	0.0256	0.02054	3.89352	-0.9234
Point (-77.52307368771396057 35.13849966420750093)	8676	-0.02964	0.02759	5.1378	-0.6712
Point (-87.41656924500574632 44.55864929297385402)	8683	-0.08767	0.01393	0.80327	-3.6032
Point (-95.68292600565119699 39.72916364656327914)	8682	-0.10056	0.0097	3.03163	2.5774
Point (-104.57145813266916434 40.79380515130335283)	8681	-0.05369	0.01006	2.18138	8.9654
Point (-98.12648057591468387 35.69248092797440819)	8680	-0.00939	0.00272	2.06091	-8.362
Point (-82.01970073091072777 40.30525467348304147)	8687	-0.01565	0.03832	0.82578	8.1214
Point (-83.14189380590136125 31.12424703756482103)	8686	-0.01954	0.03322	-0.00735	9.0596
Point (-102.80545762202029891 48.10719705706563332)	8685	-0.04213	0.02583	4.3346	4.2294
Point (-83.62593773984910683 33.76289460456236924)	8684	-0.00501	0.02497	-1.21986	1.2438
Point (-101.38887963123727332 34.8558352504351916)	8659	0.0056	0.02101	4.34417	-10.2822
Point (-88.55386945248957886 48.18094648958450676)	8658	-0.08405	0.01951	0.04643	-13.1974
Point (-122.29966171288265286 39.73400737010818062)	8657	0.0396	0.03301	-1.91577	-9.7562
Point (-103.77684153335435724 46.96239457968290765)	8656	-0.10278	0.02073	2.50328	5.5032
Point (-110.88911390149127101 38.23980216007623056)	8663	-0.05086	0.02001	1.33407	1.7526
Point (-106.28849416631432234 38.62480292463042986)	8662	0.07481	0.05368	-1.80065	3.413
Point (-121.0752759345960925 39.37310972232628359)	8661	-0.00274	0.04735	2.92098	-4.6748
Point (-123.60422773081666037 42.01506597217996841)	8660	-0.0303	0.02528	6.21671	-5.0348
Point (-102.62075106276648739 30.43209192669988639)	8667	-0.00504	0.0373	-0.01026	11.2556
Point (-102.77791480895679399 37.85856370882726907)	8666	-0.01148	0.01162	0.55687	1.813
Point (-121.05269672371240119 40.28456417601738337)	8665	-0.00846	0.04539	-1.82038	-9.3414
Point (-87.34929819020069885 46.12843331861038365)	8664	-0.03344	0.01522	0.61024	-7.3442
Point (-88.78157969021057738 32.41110760102269239)	8671	-0.03609	0.02532	1.20686	3.7098
Point (-99.19374471077240685 29.40447672762226006)	8670	0.02014	0.02761	1.01963	-22.28799
Point (-84.7546621010288419 35.86196314409176011)	8669	-0.0261	0.03168	-0.46653	-3.10481
Point (-107.99667924539002684 33.80952431739188313)	8668	0.00153	0.03238	0.63004	-3.3616
Point (-117.61383132923992889 47.25467788907218392)	8643	-0.05568	0.0368	1.68676	7.256
Point (-119.1517179317157229 36.76375310023304621)	8642	0.02135	0.04255	-4.13363	0.716
Point (-120.70618020802015735 44.49834441459719159)	8641	-0.01235	0.03251	0.99892	3.836
Point (-114.67294726190165477 46.57470174471909274)	8640	0.00176	0.04904	-1.36452	7.62119
Point (-108.90448955298012379 36.72286452845814608)	8647	-0.07466	0.03114	-0.21584	-1.5898
Point (-121.6938251138120819 48.86717100261872559)	8646	-0.03892	0.02684	15.02057	26.37439
Point (-99.69573590613458691 29.2510817357129369)	8645	-0.01059	0.01158	0.69142	-20.3094
Point (-86.47093478714155879 46.05553321933500399)	8644	-0.06153	0.01179	1.52751	0.4536
Point (-103.0044528207257315 36.1033332129803739)	8651	0.00231	0.01417	2.52406	0.1928
Point (-108.1904336276033689 43.2586324647475351)	8650	-0.01986	0.02794	1.30734	0.1436
Point (-96.67133017827700314 46.21411065000356189)	8649	-0.12812	0.01395	2.84371	7.193
Point (-75.09026515452137573 42.2481960791617297)	8648	-0.00301	0.02107	-1.41258	15.2292
Point (-93.94922764951208194 40.28808152119864872)	8655	-0.05383	0.01554	2.64429	19.3006
Point (-102.4800830954635984 46.5319912405139462)	8654	-0.11771	0.02618	2.59156	6.7992
Point (-112.68809546795937138 43.33734805691396019)	8653	-0.01337	0.02236	-1.23469	3.2102
Point (-92.50725039424635554 31.46107730053022067)	8652	0.00617	0.02743	0.21823	-22.76061
Point (-86.20203046344462905 38.77427925485554283)	8499	-0.04283	0.02924	2.96067	10.0406
Point (-116.94677866834274482 39.95156465743128393)	8498	-0.02432	0.04023	-0.88113	-4.2236
Point (-88.84263479900819505 44.00861505414655994)	8497	-0.08198	0.02197	2.76584	8.1826
Point (-88.31209148799467812 40.42022691708941551)	8496	-0.02543	0.02795	2.24468	13.6542
Point (-106.71245093595202036 36.1113664575168869)	8503	-0.00382	0.03725	-0.4805	-1.7602
Point (-96.2752852711808913 43.0278586926723392)	8502	-0.06969	0.01907	2.89094	9.2908
Point (-111.76923460510103325 41.36374192276873885)	8501	0.01775	0.05643	-3.50639	11.73179
Point (-94.56639812207301077 40.37636568825045913)	8500	-0.07419	0.01839	3.60105	16.8602
Point (-93.13112296761975983 39.26231960842278568)	8507	-0.04714	0.01647	5.06897	13.67399
Point (-83.32521298916627472 31.02144090591134784)	8506	-0.01916	0.03387	0.10687	3.088
Point (-82.43154848862283757 39.309203730780375)	8505	-0.01507	0.03513	-0.08076	14.0886
Point (-121.8400926458335789 41.49495858521511593)	8504	-0.00839	0.04707	-0.00606	-19.72959
Point (-114.29701337607443179 35.59790835315963164)	8511	-0.0212	0.03724	-1.93516	-1.2652
Point (-116.37662882194364045 44.63870428903246079)	8510	0.00734	0.02848	-0.81383	0.0066
Point (-115.48337344926194703 38.19104689945170605)	8509	-0.02404	0.02903	-2.90038	-0.8214
Point (-112.72162756460721766 41.59781732541075883)	8508	-0.06582	0.04058	-1.12992	-1.4634
Point (-97.89359046133141362 32.38727821932966577)	8483	0.01795	0.01668	6.25169	-3.2764
Point (-107.783610928135829 47.61323864084624091)	8482	-0.09265	0.02439	3.28902	15.2064
Point (-82.84962936083138629 36.99249258386633699)	8481	-0.03598	0.01185	-0.09202	1.7922
Point (-110.86790798213246489 33.19225186603146938)	8480	-0.00382	0.02702	-4.58126	10.6596
Point (-102.73263458026704598 39.74823120584841263)	8487	-0.04509	0.01306	1.58619	8.818
Point (-91.51704003424656264 45.02044870429125467)	8486	-0.07839	0.03249	4.32736	-7.8628
Point (-94.85201530076666643 31.47331273149688968)	8485	-0.01011	0.02323	9.2517	-19.68361
Point (-120.46110180762680386 35.14006993327816275)	8484	0.04449	0.03195	-5.11397	-2.6286
Point (-107.51741382080528808 45.03864979144108815)	8491	-0.05091	0.03153	0.31747	11.0084
Point (-102.23358347701696403 40.43483590159096508)	8490	-0.07435	0.01038	2.79479	10.9858
Point (-104.14322159696554593 40.00125712783873411)	8489	-0.05645	0.01165	5.52023	11.081
Point (-85.60762793193140396 40.14056928254138512)	8488	-0.0354	0.03898	4.93351	11.82841
Point (-76.62381679132533918 43.44711448850836177)	8495	-0.017	0.03453	-2.00555	17.6656
Point (-120.83860109989683451 42.58208270062827694)	8494	-0.0046	0.01807	1.93914	-4.4184
Point (-108.62944506832073444 42.80429911616077021)	8493	-0.01563	0.03193	1.95148	6.6328
Point (-117.16971272431844397 48.39598146634016729)	8492	0.03216	0.03841	3.5095	11.81499
Point (-82.01139937806651403 32.36959030314744012)	8467	-0.00832	0.0143	3.68051	13.78339
Point (-97.61021900185099298 47.3483440098544861)	8466	-0.08327	0.01938	1.74056	2.2362
Point (-86.76279219232952755 46.26675954034097771)	8465	-0.06836	0.01101	1.0542	-0.86119
Point (-77.45898244320031267 38.56193834823083222)	8464	0.01141	0.02018	2.80008	21.89761
Point (-92.81474968664053904 43.87512262216387882)	8471	-0.07431	0.01814	5.66192	-9.9774
Point (-108.20406343275647032 32.2938854032578746)	8470	-0.03906	0.02146	-1.02534	-3.3214
Point (-98.4489767343414286 36.13851331486019802)	8469	-0.00779	0.0035	1.63459	-6.0112
Point (-114.71759535431419863 34.45449787802945707)	8468	-0.0101	0.03078	-1.68633	3.6334
Point (-94.84893317107318467 46.64669555033741233)	8475	-0.1069	0.01756	3.90516	-4.872
Point (-85.29364293914967732 35.08087189521926064)	8474	-0.00594	0.0347	0.82828	10.9218
Point (-88.3311103839160694 36.10445577300512099)	8473	0.00567	0.03198	2.44145	-6.9962
Point (-95.48647427158796575 46.38284910592639676)	8472	-0.16648	0.01386	2.46559	-0.2304
Point (-79.04983693602153494 36.5284566962861561)	8479	0.01178	0.02511	3.16444	7.40239
Point (-98.62497830354220696 34.148824294029545)	8478	0.03385	0.01603	3.53513	-3.9162
Point (-87.70140523586923109 41.96345920179165034)	8477	-0.01648	0.0259	2.69848	15.659
Point (-104.77833067771960884 39.366099976064028)	8476	-0.00564	0.02371	2.30791	-1.1582
Point (-108.71387884557616132 43.48173056101423128)	8451	-0.01245	0.02786	0.2534	1.7914
Point (-93.79305845366565109 36.7892360864309893)	8450	0.0004	0.02612	4.34397	12.8988
Point (-94.36315050926339154 30.3189005670392504)	8449	-0.01062	0.03759	7.75059	-29.5844
Point (-100.6237056460527981 41.61814826406985901)	8448	-0.07001	0.02284	1.66605	14.8454
Point (-114.98394219408277195 40.45156711230794144)	8455	-0.04526	0.01881	0.62758	0.814
Point (-92.12523390650828503 34.90926706565024773)	8454	-0.05018	0.01769	1.34618	31.1424
Point (-118.07280829588509619 36.8769016441520634)	8453	0.07837	0.07526	-3.0151	0.9108
Point (-105.32307331100815873 39.82851689724701316)	8452	-0.02649	0.02904	3.04073	-1.7566
Point (-78.12936963798355805 43.14723043573870598)	8459	-0.03255	0.03968	-1.65264	14.3842
Point (-118.40689337508769086 42.9226213717794991)	8458	0.0518	0.04057	-1.76871	3.6352
Point (-102.85465544414483929 40.4057397744284188)	8457	-0.0613	0.01684	3.32395	9.4044
Point (-105.76990096283131493 37.18811835674369348)	8456	-0.06431	0.01495	0.52996	-3.6688
Point (-82.9302959015557235 43.51663417540967771)	8463	-0.06778	0.02354	4.15846	9.3316
Point (-77.61509072982050839 40.27644501180428449)	8462	-0.01085	0.02955	-2.45851	30.0048
Point (-98.34111201377368161 39.11905026682441644)	8461	-0.07753	0.01579	1.7667	6.0386
Point (-122.09424385362632393 48.56648763505999966)	8460	-0.00724	0.02971	10.14688	12.24941
Point (-121.16106496594048281 39.91695538534289511)	8563	0.02372	0.04061	1.17937	-15.85081
Point (-109.09684971616745486 45.12145024492070888)	8562	-0.05478	0.02012	-0.3486	1.2774
Point (-123.17542805604679756 40.86973994586000458)	8561	-0.02378	0.02941	1.63725	-8.554
Point (-79.23561359454269848 36.78680640086997755)	8560	0.01171	0.01841	4.07981	18.7826
Point (-96.9309217178912661 40.09518756086410463)	8567	-0.10448	0.0113	-1.09382	8.7194
Point (-84.77984709885114967 32.4732241166593667)	8566	-0.03023	0.01999	3.54796	18.3458
Point (-93.19037303198335565 41.3043198969472769)	8565	-0.05887	0.0159	2.70739	21.0872
Point (-88.41224753827425786 40.98515132997491861)	8564	-0.05013	0.02166	4.96348	9.9902
Point (-99.98837661769849205 38.30459886897515531)	8571	-0.00729	0.01149	0.89687	2.9504
Point (-109.74480431353126164 46.21938270665986437)	8570	-0.03531	0.02602	-0.73063	6.4528
Point (-120.40047528951141942 41.05818970341888985)	8569	-0.00835	0.03508	-0.19423	-0.2694
Point (-120.54084537168772329 43.37169458353825036)	8568	-0.02397	0.02261	-0.53122	-1.6464
Point (-115.02120802801375987 34.88328207419530713)	8575	-0.02299	0.03496	-2.21047	0.815
Point (-74.43711486733337779 43.65623669754729974)	8574	0.01031	0.0315	-3.2804	14.2136
Point (-109.30079242332311651 32.32859141136930248)	8573	0.01275	0.02045	-0.20334	-0.7898
Point (-103.36668520875225852 41.35809483976480294)	8572	-0.04577	0.0271	2.42971	8.4554
Point (-118.76217450357478356 34.22435299542554787)	8547	0.04079	0.03526	-9.62658	-6.5192
Point (-73.99526814723813573 43.4237179718989097)	8546	0.00674	0.03033	-2.63383	13.42739
Point (-116.64290943381804766 48.85796069373512296)	8545	0.00884	0.0475	5.46274	9.2818
Point (-104.89456418852995512 37.38796985092811553)	8544	0.0528	0.0456	0.06517	-4.82
Point (-106.01686258591296053 44.24795143179942158)	8551	-0.04883	0.04814	-1.22187	2.7252
Point (-109.11299315266775523 37.71829490354109993)	8550	-0.02512	0.0313	-0.30368	0.0626
Point (-86.84372590088264587 33.2719097421768808)	8549	-0.00476	0.03866	-2.56929	16.3802
Point (-101.66231928552532793 38.12272172210558097)	8548	0.0066	0.0185	1.59371	6.2036
